job,marital,education,default,housing,loan,contact,month,poutcome
entrepreneur,divorced,secondary,no,yes,no,cellular,jul,unknown
housemaid,divorced,primary,no,yes,no,cellular,jul,unknown
services,divorced,secondary,no,yes,no,cellular,jul,unknown
technician,divorced,secondary,no,no,no,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown
self-employed,married,primary,no,yes,no,cellular,jul,unknown
blue-collar,divorced,primary,no,yes,no,cellular,jul,unknown
admin,single,secondary,no,no,no,cellular,jul,unknown
admin,divorced,secondary,no,yes,no,cellular,jul,unknown
admin,divorced,secondary,no,no,no,cellular,jul,unknown
entrepreneur,married,secondary,no,yes,no,cellular,jul,unknown
blue-collar,married,secondary,no,no,no,cellular,jul,unknown
admin,divorced,secondary,no,no,yes,cellular,jul,unknown
blue-collar,divorced,secondary,no,yes,yes,cellular,jul,unknown
entrepreneur,single,tertiary,no,yes,no,cellular,jul,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
services,single,secondary,no,no,yes,cellular,jul,unknown
retired,divorced,tertiary,no,no,yes,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,jul,unknown
management,married,tertiary,no,yes,no,telephone,jul,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
technician,divorced,secondary,no,no,yes,cellular,jul,unknown
retired,married,unknown,no,no,no,cellular,jul,unknown
unemployed,married,unknown,no,yes,no,telephone,jul,unknown
services,married,primary,no,no,yes,telephone,jul,unknown
housemaid,married,secondary,no,yes,no,telephone,jul,unknown
blue-collar,single,primary,no,yes,no,cellular,jul,unknown
admin,single,secondary,no,no,no,cellular,jul,unknown
technician,single,secondary,no,no,yes,cellular,jul,unknown
management,single,tertiary,no,no,yes,cellular,jul,unknown
services,single,secondary,no,no,no,cellular,jul,unknown
management,single,tertiary,no,no,no,cellular,jul,unknown
management,married,primary,no,yes,no,cellular,jul,unknown
management,single,tertiary,no,yes,no,cellular,jul,unknown
management,divorced,tertiary,no,no,yes,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,jul,unknown
technician,married,tertiary,no,yes,no,cellular,jul,unknown
technician,single,tertiary,no,no,no,cellular,jul,unknown
management,divorced,unknown,no,yes,no,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown
services,married,secondary,no,yes,yes,cellular,jul,unknown
blue-collar,single,secondary,no,no,no,cellular,jul,unknown
admin,married,unknown,no,yes,no,cellular,jul,unknown
admin,married,secondary,no,yes,no,telephone,jul,unknown
management,married,secondary,no,yes,no,cellular,jul,unknown
management,divorced,tertiary,no,yes,no,cellular,jul,unknown
blue-collar,single,secondary,no,yes,no,cellular,jul,unknown
technician,single,tertiary,no,no,yes,cellular,jul,unknown
services,divorced,secondary,no,no,yes,cellular,jul,unknown
management,single,secondary,no,yes,yes,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown
technician,single,secondary,no,yes,no,cellular,jul,unknown
entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,jul,unknown
admin,married,secondary,no,yes,no,cellular,jul,unknown
admin,single,secondary,no,no,no,cellular,jul,unknown
admin,married,secondary,no,yes,yes,cellular,jul,unknown
self-employed,married,secondary,no,yes,no,cellular,jul,unknown
services,single,tertiary,no,yes,no,cellular,jul,unknown
technician,married,secondary,no,yes,yes,cellular,jul,unknown
entrepreneur,married,tertiary,no,no,no,cellular,jul,unknown
services,married,secondary,no,yes,no,cellular,jul,unknown
blue-collar,married,primary,no,yes,no,cellular,jul,unknown
entrepreneur,single,secondary,no,no,no,cellular,jul,unknown
entrepreneur,married,secondary,no,yes,yes,cellular,jul,unknown
management,married,tertiary,no,yes,yes,cellular,jul,unknown
admin,single,secondary,no,yes,no,cellular,jul,unknown
blue-collar,married,secondary,yes,no,yes,cellular,jul,unknown
management,divorced,tertiary,no,yes,no,cellular,jul,unknown
student,single,secondary,no,yes,no,cellular,jul,unknown
admin,divorced,secondary,no,yes,no,cellular,jul,unknown
blue-collar,married,primary,no,yes,no,cellular,jul,unknown
services,single,secondary,no,yes,no,cellular,jul,unknown
technician,divorced,secondary,no,no,no,cellular,jul,unknown
services,married,secondary,no,yes,no,cellular,jul,unknown
unemployed,single,tertiary,no,yes,no,cellular,jul,unknown
retired,married,secondary,no,no,no,telephone,jul,unknown
technician,single,tertiary,no,yes,no,cellular,jul,unknown
technician,single,tertiary,no,yes,yes,cellular,jul,unknown
blue-collar,single,primary,no,yes,no,cellular,jul,unknown
blue-collar,married,primary,no,yes,no,cellular,jul,unknown
technician,single,secondary,no,no,yes,cellular,jul,unknown
services,married,secondary,no,no,yes,cellular,jul,unknown
blue-collar,single,secondary,no,no,yes,cellular,jul,unknown
retired,married,primary,no,no,no,telephone,jul,unknown
housemaid,married,secondary,no,no,no,telephone,jul,unknown
technician,single,tertiary,no,yes,no,cellular,jul,unknown
unemployed,married,primary,no,yes,no,cellular,jul,unknown
management,single,tertiary,no,yes,yes,cellular,jul,unknown
blue-collar,single,primary,no,yes,no,cellular,jul,unknown
management,married,secondary,no,yes,no,cellular,jul,unknown
blue-collar,married,primary,no,yes,yes,cellular,jul,unknown
retired,divorced,primary,no,no,yes,cellular,jul,unknown
management,married,tertiary,no,yes,no,telephone,jul,unknown
blue-collar,single,secondary,no,no,yes,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,jul,unknown
technician,married,tertiary,no,no,no,cellular,jul,unknown
management,married,secondary,no,yes,no,cellular,jul,unknown
management,married,tertiary,no,yes,yes,cellular,jul,unknown
self-employed,married,secondary,no,yes,no,cellular,jul,unknown
housemaid,married,secondary,no,no,yes,cellular,jul,unknown
housemaid,married,primary,no,no,no,cellular,jul,unknown
technician,single,secondary,no,no,no,cellular,jul,unknown
technician,married,secondary,no,yes,no,telephone,jul,unknown
services,married,secondary,no,yes,no,cellular,jul,unknown
self-employed,single,tertiary,no,no,no,telephone,jul,unknown
blue-collar,divorced,secondary,no,yes,no,cellular,jul,unknown
retired,single,secondary,no,no,yes,cellular,jul,unknown
technician,married,secondary,no,no,yes,cellular,jul,unknown
admin,single,secondary,no,no,no,cellular,jul,unknown
management,divorced,tertiary,no,no,no,cellular,jul,unknown
services,married,unknown,no,no,no,cellular,jul,unknown
blue-collar,divorced,primary,no,no,no,cellular,jul,unknown
technician,single,tertiary,no,no,no,cellular,jul,unknown
retired,divorced,secondary,no,yes,no,cellular,jul,unknown
unemployed,married,secondary,no,no,no,cellular,jul,unknown
admin,married,secondary,no,yes,no,telephone,jul,unknown
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown
admin,married,secondary,no,no,no,telephone,jul,unknown
housemaid,married,secondary,no,yes,no,cellular,jul,unknown
blue-collar,married,secondary,no,no,no,cellular,jul,unknown
services,married,secondary,no,no,no,cellular,jul,unknown
management,divorced,secondary,no,no,no,telephone,jul,unknown
unemployed,single,primary,yes,no,yes,cellular,jul,unknown
entrepreneur,divorced,unknown,yes,yes,no,cellular,jul,unknown
management,married,tertiary,no,no,no,cellular,jul,unknown
unemployed,married,primary,no,no,no,telephone,jul,unknown
retired,divorced,secondary,no,no,no,cellular,jul,unknown
services,married,unknown,yes,no,yes,cellular,jul,unknown
management,married,tertiary,no,no,no,cellular,jul,unknown
blue-collar,divorced,primary,no,no,no,cellular,jul,unknown
entrepreneur,married,tertiary,no,no,no,telephone,jul,unknown
housemaid,married,primary,no,no,yes,cellular,jul,unknown
technician,married,secondary,no,no,no,cellular,jul,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
retired,divorced,secondary,no,no,no,cellular,jul,unknown
entrepreneur,married,unknown,no,yes,no,cellular,jul,unknown
management,single,tertiary,no,yes,no,cellular,jul,unknown
housemaid,divorced,primary,no,no,no,cellular,jul,unknown
admin,married,secondary,no,no,no,cellular,jul,unknown
technician,single,secondary,no,no,yes,cellular,jul,unknown
unemployed,married,secondary,no,no,no,cellular,jul,unknown
self-employed,single,tertiary,no,no,no,cellular,jul,unknown
blue-collar,divorced,primary,no,yes,no,cellular,jul,unknown
blue-collar,married,unknown,no,yes,no,telephone,jul,unknown
technician,married,secondary,no,yes,yes,cellular,jul,unknown
unemployed,divorced,tertiary,no,no,no,cellular,jul,unknown
entrepreneur,married,tertiary,yes,no,no,cellular,jul,unknown
housemaid,divorced,primary,no,no,no,cellular,jul,unknown
services,married,secondary,no,yes,no,cellular,jul,unknown
blue-collar,married,primary,no,no,no,cellular,jul,unknown
blue-collar,married,secondary,no,no,no,cellular,jul,unknown
technician,married,primary,no,no,yes,cellular,jul,unknown
management,divorced,tertiary,no,no,no,cellular,jul,unknown
admin,married,secondary,no,no,no,cellular,jul,unknown
unemployed,married,primary,no,no,no,cellular,jul,unknown
services,married,secondary,no,no,no,telephone,jul,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
housemaid,divorced,tertiary,no,no,no,cellular,aug,unknown
management,divorced,tertiary,no,no,no,cellular,aug,unknown
retired,married,secondary,no,no,no,cellular,aug,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
management,divorced,secondary,no,no,no,cellular,aug,unknown
retired,married,secondary,no,no,no,cellular,aug,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,no,no,cellular,aug,unknown
retired,married,primary,no,yes,yes,cellular,aug,unknown
housemaid,married,primary,no,no,no,cellular,aug,unknown
unknown,married,unknown,no,no,no,cellular,aug,unknown
management,divorced,tertiary,no,no,no,cellular,aug,unknown
retired,married,primary,no,yes,no,cellular,aug,unknown
technician,single,secondary,no,no,no,cellular,aug,unknown
management,divorced,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
services,married,secondary,no,no,no,cellular,aug,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
technician,married,tertiary,no,no,yes,cellular,aug,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
technician,divorced,secondary,no,yes,no,cellular,aug,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
retired,divorced,tertiary,no,no,no,cellular,aug,unknown
retired,married,secondary,no,no,no,cellular,aug,unknown
admin,married,secondary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
admin,married,secondary,no,no,no,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
services,married,secondary,no,no,no,cellular,aug,unknown
management,divorced,tertiary,no,no,no,cellular,aug,unknown
management,divorced,tertiary,yes,no,no,cellular,aug,unknown
management,divorced,tertiary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
technician,married,tertiary,no,yes,no,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
technician,divorced,secondary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
technician,single,secondary,no,no,yes,cellular,aug,unknown
self-employed,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
admin,married,secondary,no,yes,no,cellular,aug,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
technician,single,secondary,no,no,no,cellular,aug,unknown
admin,married,secondary,no,no,no,cellular,aug,unknown
technician,divorced,secondary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,yes,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
self-employed,married,tertiary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
technician,divorced,secondary,no,yes,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
technician,single,secondary,no,no,no,cellular,aug,unknown
technician,divorced,secondary,no,no,no,cellular,aug,unknown
technician,divorced,secondary,no,no,no,cellular,aug,unknown
services,married,secondary,no,no,yes,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,unknown,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
technician,single,secondary,no,no,no,cellular,aug,unknown
management,single,tertiary,no,no,yes,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
services,married,secondary,no,no,no,cellular,aug,unknown
services,married,primary,no,no,no,cellular,aug,unknown
technician,married,tertiary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,yes,yes,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
technician,divorced,secondary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,yes,no,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
housemaid,married,primary,no,no,no,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
management,married,secondary,no,yes,no,cellular,aug,unknown
management,single,secondary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
technician,single,secondary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,no,yes,cellular,aug,unknown
management,married,tertiary,no,no,yes,cellular,aug,unknown
blue-collar,married,secondary,no,no,no,cellular,aug,unknown
unemployed,married,secondary,no,no,no,cellular,aug,unknown
retired,married,secondary,no,no,no,cellular,aug,unknown
management,married,secondary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
unemployed,divorced,secondary,no,no,no,cellular,aug,unknown
management,married,secondary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,yes,no,cellular,aug,unknown
technician,single,secondary,yes,no,no,cellular,aug,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,no,no,cellular,aug,unknown
unemployed,divorced,secondary,no,no,no,cellular,aug,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,yes,no,cellular,aug,unknown
management,married,tertiary,no,yes,no,cellular,aug,unknown
management,married,secondary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,yes,no,cellular,aug,unknown
technician,single,secondary,no,no,no,cellular,aug,unknown
technician,single,secondary,no,yes,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
retired,married,primary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,no,yes,cellular,aug,unknown
technician,single,tertiary,no,no,no,telephone,aug,unknown
management,divorced,tertiary,no,no,no,cellular,aug,unknown
