"['self', 'employed', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'feb', 'other']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'aug', 'failure']"
"['housemaid', 'divorced', 'primary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'yes', 'cellular', 'may', 'unknown']"
"['housemaid', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['self', 'employed', 'single', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'apr', 'failure']"
"['student', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'oct', 'success']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'telephone', 'jul', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'aug', 'unknown']"
"['entrepreneur', 'married', 'secondary', 'no', 'no', 'yes', 'unknown', 'jun', 'unknown']"
"['admin', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'mar', 'failure']"
"['student', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'may', 'unknown']"
"['management', 'married', 'unknown', 'no', 'no', 'no', 'cellular', 'jun', 'success']"
"['admin', 'divorced', 'secondary', 'no', 'no', 'no', 'telephone', 'oct', 'success']"
"['management', 'married', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'aug', 'other']"
"['management', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'may', 'success']"
"['technician', 'married', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['services', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'success']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'telephone', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'aug', 'unknown']"
"['admin', 'single', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['self', 'employed', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'success']"
"['blue', 'collar', 'single', 'secondary', 'no', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['technician', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'success']"
"['unknown', 'married', 'unknown', 'no', 'no', 'no', 'cellular', 'apr', 'failure']"
"['blue', 'collar', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'yes', 'cellular', 'jan', 'success']"
"['retired', 'single', 'primary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['retired', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jan', 'success']"
"['self', 'employed', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'feb', 'other']"
"['housemaid', 'single', 'tertiary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'telephone', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'telephone', 'apr', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'yes', 'unknown', 'jul', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['housemaid', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'other']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['entrepreneur', 'married', 'tertiary', 'no', 'yes', 'no', 'telephone', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['services', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['student', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'mar', 'unknown']"
"['services', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'jun', 'success']"
"['admin', 'single', 'tertiary', 'no', 'no', 'yes', 'cellular', 'jun', 'success']"
"['management', 'divorced', 'tertiary', 'no', 'yes', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'nov', 'failure']"
"['retired', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['unemployed', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'jul', 'success']"
"['management', 'married', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'may', 'unknown']"
"['technician', 'divorced', 'secondary', 'no', 'yes', 'yes', 'cellular', 'may', 'failure']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'sep', 'unknown']"
"['management', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'feb', 'unknown']"
"['management', 'divorced', 'tertiary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'success']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'divorced', 'tertiary', 'no', 'yes', 'no', 'cellular', 'sep', 'failure']"
"['technician', 'single', 'secondary', 'no', 'no', 'yes', 'cellular', 'aug', 'unknown']"
"['services', 'married', 'primary', 'no', 'yes', 'no', 'telephone', 'jul', 'unknown']"
"['housemaid', 'divorced', 'primary', 'no', 'no', 'no', 'cellular', 'feb', 'failure']"
"['admin', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['unemployed', 'single', 'unknown', 'no', 'no', 'no', 'cellular', 'jan', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'feb', 'failure']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jun', 'other']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['entrepreneur', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['student', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'jan', 'success']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'telephone', 'aug', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'jun', 'success']"
"['admin', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['entrepreneur', 'married', 'primary', 'no', 'yes', 'no', 'unknown', 'oct', 'unknown']"
"['unemployed', 'single', 'primary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'jul', 'unknown']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'married', 'unknown', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['retired', 'divorced', 'unknown', 'no', 'no', 'no', 'telephone', 'sep', 'unknown']"
"['unemployed', 'married', 'primary', 'no', 'yes', 'yes', 'cellular', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['services', 'single', 'tertiary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'mar', 'other']"
"['unemployed', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'divorced', 'tertiary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'telephone', 'mar', 'unknown']"
"['housemaid', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['unemployed', 'divorced', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['entrepreneur', 'married', 'primary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['services', 'married', 'primary', 'no', 'yes', 'yes', 'cellular', 'apr', 'unknown']"
"['housemaid', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'sep', 'unknown']"
"['student', 'single', 'unknown', 'no', 'no', 'no', 'cellular', 'dec', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['management', 'divorced', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'divorced', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'nov', 'failure']"
"['management', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'nov', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'feb', 'success']"
"['blue', 'collar', 'married', 'primary', 'no', 'no', 'yes', 'unknown', 'may', 'unknown']"
"['unknown', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'failure']"
"['management', 'married', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'may', 'other']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'failure']"
"['retired', 'divorced', 'unknown', 'no', 'no', 'no', 'telephone', 'oct', 'unknown']"
"['student', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'feb', 'success']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'dec', 'success']"
"['retired', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'may', 'success']"
"['blue', 'collar', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['technician', 'single', 'tertiary', 'no', 'no', 'no', 'unknown', 'nov', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['housemaid', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['unknown', 'married', 'unknown', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['unemployed', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['entrepreneur', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'oct', 'other']"
"['blue', 'collar', 'divorced', 'primary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['self', 'employed', 'married', 'tertiary', 'no', 'yes', 'yes', 'unknown', 'jun', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'failure']"
"['self', 'employed', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['unemployed', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'oct', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jun', 'unknown']"
"['self', 'employed', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['student', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'success']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'feb', 'success']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'jun', 'success']"
"['technician', 'divorced', 'secondary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'may', 'unknown']"
"['admin', 'single', 'secondary', 'yes', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['unemployed', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'other']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['housemaid', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'no', 'yes', 'cellular', 'nov', 'unknown']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'nov', 'success']"
"['retired', 'married', 'secondary', 'no', 'no', 'yes', 'unknown', 'jun', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'other']"
"['admin', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'failure']"
"['technician', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'may', 'unknown']"
"['admin', 'single', 'unknown', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'divorced', 'primary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'apr', 'success']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'telephone', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'single', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'jul', 'unknown']"
"['retired', 'divorced', 'primary', 'no', 'no', 'no', 'telephone', 'apr', 'unknown']"
"['unemployed', 'divorced', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'oct', 'success']"
"['unknown', 'married', 'primary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['management', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'oct', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['services', 'divorced', 'primary', 'no', 'no', 'yes', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'divorced', 'secondary', 'no', 'yes', 'no', 'cellular', 'feb', 'failure']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'mar', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['blue', 'collar', 'single', 'unknown', 'yes', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['management', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['entrepreneur', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['services', 'married', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['self', 'employed', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['management', 'divorced', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['self', 'employed', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'feb', 'failure']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
